APM0010228,19181,CS FOBPM,Common Services Front Office Business Process Management,In Production,CS FOBPM - Consumer - Misc,"P3_cassandra_cluster__(invoke with -T/--tokens to see all 256 tokens)__RAC1@olpd242
P3_cassandra_cluster__d4f7dfc9-43ea-4ebe-ad8d-d4093f9e9370__RAC1@olpd242
P3_cassandra_cluster__true__RAC1@olpd242
P3_cassandra_cluster__true__RAC1@olpd242
P3_cassandra_clu",Cassandra Instance,LEE ROSENTHAL,RAJ SAVOOR,rs1954,1.2.9,APACHE,,,
APM0010228,19181,CS FOBPM,Common Services Front Office Business Process Management,In Production,CS FOBPM - Consumer - Prod,"P3_cassandra_cluster__(invoke with -T/--tokens to see all 256 tokens)__RAC1@olph068
P3_cassandra_cluster__92d0bc84-ddec-4c03-8803-2950c367b5b4__RAC1@olph068
P3_cassandra_cluster__true__RAC1@olph068
P3_cassandra_cluster__true__RAC1@olph068
P3_cassandra_clu",Cassandra Instance,LEE ROSENTHAL,RAJ SAVOOR,rs1954,1.2.9,APACHE,,,
APM0010228,19181,CS FOBPM,Common Services Front Office Business Process Management,In Production,CS FOBPM - Consumer - Prod,"P3_cassandra_cluster__(invoke with -T/--tokens to see all 256 tokens)__RAC1@olph069
P3_cassandra_cluster__8bfee28c-7843-472c-b9ea-9e4cf737cb06__RAC1@olph069
P3_cassandra_cluster__true__RAC1@olph069
P3_cassandra_cluster__true__RAC1@olph069
P3_cassandra_clu",Cassandra Instance,LEE ROSENTHAL,RAJ SAVOOR,rs1954,1.2.9,APACHE,,,
APM0010228,19181,CS FOBPM,Common Services Front Office Business Process Management,In Production,CS FOBPM - Consumer - Prod,"P3_cassandra_cluster__(invoke with -T/--tokens to see all 256 tokens)__RAC1@olph071
P3_cassandra_cluster__c3cbcfce-41c9-4e0a-84e4-e545ca5bcf51__RAC1@olph071
P3_cassandra_cluster__true__RAC1@olph071
P3_cassandra_cluster__true__RAC1@olph071
P3_cassandra_clu",Cassandra Instance,LEE ROSENTHAL,RAJ SAVOOR,rs1954,1.2.9,APACHE,,,
APM0010228,19181,CS FOBPM,Common Services Front Office Business Process Management,In Production,CS FOBPM - Consumer - Prod,"P3_cassandra_cluster__(invoke with -T/--tokens to see all 256 tokens)__RAC1@olph072
P3_cassandra_cluster__84aeafa0-2fcf-4329-bf4c-5748f467205f__RAC1@olph072
P3_cassandra_cluster__false__RAC1@olph072
P3_cassandra_cluster__false__RAC1@olph072
P3_cassandra_c",Cassandra Instance,LEE ROSENTHAL,RAJ SAVOOR,rs1954,1.2.9,APACHE,,,
APM0010228,19181,CS FOBPM,Common Services Front Office Business Process Management,In Production,CS FOBPM - Consumer - Prod,"P3_cassandra_cluster__(invoke with -T/--tokens to see all 256 tokens)__RAC1@olph320
P3_cassandra_cluster__c85ddfc6-29b7-43ee-996f-0a7b48313294__RAC1@olph320
P3_cassandra_cluster__true__RAC1@olph320
P3_cassandra_cluster__true__RAC1@olph320
P3_cassandra_clu",Cassandra Instance,LEE ROSENTHAL,RAJ SAVOOR,rs1954,1.2.9,APACHE,,,
APM0010228,19181,CS FOBPM,Common Services Front Office Business Process Management,In Production,CS FOBPM - Consumer - Prod,P3_cassandra_cluster__BOTHWAKY__RAC1@olpd242,Cassandra Instance,LEE ROSENTHAL,RAJ SAVOOR,rs1954,1.2.9,APACHE,,,
APM0010228,19181,CS FOBPM,Common Services Front Office Business Process Management,In Production,CS FOBPM - Consumer - Prod,P3_cassandra_cluster__BOTHWAKY__RAC1@olph068,Cassandra Instance,LEE ROSENTHAL,RAJ SAVOOR,rs1954,1.2.9,APACHE,,,
APM0010228,19181,CS FOBPM,Common Services Front Office Business Process Management,In Production,CS FOBPM - Consumer - Prod,P3_cassandra_cluster__BOTHWAKY__RAC1@olph069,Cassandra Instance,LEE ROSENTHAL,RAJ SAVOOR,rs1954,1.2.9,APACHE,,,
APM0010228,19181,CS FOBPM,Common Services Front Office Business Process Management,In Production,CS FOBPM - Consumer - Prod,P3_cassandra_cluster__BOTHWAKY__RAC1@olph070,Cassandra Instance,LEE ROSENTHAL,RAJ SAVOOR,rs1954,1.2.9,APACHE,,,
APM0010228,19181,CS FOBPM,Common Services Front Office Business Process Management,In Production,CS FOBPM - Consumer - Prod,P3_cassandra_cluster__BOTHWAKY__RAC1@olph071,Cassandra Instance,LEE ROSENTHAL,RAJ SAVOOR,rs1954,1.2.9,APACHE,,,
APM0010228,19181,CS FOBPM,Common Services Front Office Business Process Management,In Production,CS FOBPM - Consumer - Prod,P3_cassandra_cluster__BOTHWAKY__RAC1@olph071,Cassandra Instance,LEE ROSENTHAL,RAJ SAVOOR,rs1954,1.2.9,APACHE,,,
APM0010228,19181,CS FOBPM,Common Services Front Office Business Process Management,In Production,CS FOBPM - Consumer - Prod,P3_cassandra_cluster__BOTHWAKY__RAC1@olph072,Cassandra Instance,LEE ROSENTHAL,RAJ SAVOOR,rs1954,1.2.9,APACHE,,,
APM0010228,19181,CS FOBPM,Common Services Front Office Business Process Management,In Production,CS FOBPM - Consumer - Prod,P3_cassandra_cluster__BOTHWAKY__RAC1@olph320,Cassandra Instance,LEE ROSENTHAL,RAJ SAVOOR,rs1954,1.2.9,APACHE,,,
APM0010037,18193,TLG-MOB,Telegence - Mobility,In Production,TLG-MOB - Consumer - Prod,P4ALHC1_1@flphrdt3,Oracle Instance,KEVIN GARDNER,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0010037,18193,TLG-MOB,Telegence - Mobility,In Production,TLG-MOB - Consumer - Prod,P4ARKC1_1@tlphrdm2,Oracle Instance,KEVIN GARDNER,CANDICE MCLEOD,cx4764,19.27.0.0.0,,,,In Use
APM0010970,22509,GRID-GDDN,GDDN,In Production,GRID-GDDN - Prod,"p4atlasgddn__8a9f5041-d2a0-4bea-b8f5-2aa888dba145__RAC1@blph197
p4atlasgddn__true__RAC1@blph197
p4atlasgddn__true__RAC1@blph197
p4atlasgddn__true__RAC1@blph197
p4atlasgddn__42.82 MB__RAC1@blph197
p4atlasgddn__1678244778__RAC1@blph197
p4atlasgddn__8658082_",Cassandra Instance,ANGEL VEGA,JOSEPH GREEN,jg098r,2.1.2,APACHE,,,
APM0010970,22509,GRID-GDDN,GDDN,In Production,GRID-GDDN - Prod,"p4atlasgddn__ba9646ba-609c-4595-a32e-371e6f374e2a__RAC1@blph196
p4atlasgddn__true__RAC1@blph196
p4atlasgddn__true__RAC1@blph196
p4atlasgddn__true__RAC1@blph196
p4atlasgddn__42.71 MB__RAC1@blph196
p4atlasgddn__1677036548__RAC1@blph196
p4atlasgddn__9866520_",Cassandra Instance,ANGEL VEGA,JOSEPH GREEN,jg098r,2.1.2,APACHE,,,
APM0010970,22509,GRID-GDDN,GDDN,In Production,GRID-GDDN - Prod,p4atlasgddn__BRHMALDC__RAC1@blph195,Cassandra Instance,ANGEL VEGA,JOSEPH GREEN,jg098r,2.1.2,APACHE,,,
APM0010970,22509,GRID-GDDN,GDDN,In Production,GRID-GDDN - Prod,p4atlasgddn__BRHMALDC__RAC1@blph196,Cassandra Instance,ANGEL VEGA,JOSEPH GREEN,jg098r,2.1.2,APACHE,,,
APM0010970,22509,GRID-GDDN,GDDN,In Production,GRID-GDDN - Prod,p4atlasgddn__BRHMALDC__RAC1@blph196,Cassandra Instance,ANGEL VEGA,JOSEPH GREEN,jg098r,2.1.2,APACHE,,,
APM0010970,22509,GRID-GDDN,GDDN,In Production,GRID-GDDN - Prod,"p4atlasgddn__ec46c88d-75a5-4f0e-9c1d-d9672b2a5970__RAC1@blph195
p4atlasgddn__true__RAC1@blph195
p4atlasgddn__true__RAC1@blph195
p4atlasgddn__true__RAC1@blph195
p4atlasgddn__42.39 MB__RAC1@blph195
p4atlasgddn__1677036794__RAC1@blph195
p4atlasgddn__9866344_",Cassandra Instance,ANGEL VEGA,JOSEPH GREEN,jg098r,2.1.2,APACHE,,,
APM0010970,22509,GRID-GDDN,GDDN,In Production,GRID-GDDN - Prod,"p4atlasgddn__ec46c88d-75a5-4f0e-9c1d-d9672b2a5970__RAC1@blph195
p4atlasgddn__true__RAC1@blph195
p4atlasgddn__true__RAC1@blph195
p4atlasgddn__true__RAC1@blph195
p4atlasgddn__42.39 MB__RAC1@blph195
p4atlasgddn__1677036794__RAC1@blph195
p4atlasgddn__9866344_",Cassandra Instance,ANGEL VEGA,JOSEPH GREEN,jg098r,2.1.2,APACHE,,,
APM0010037,18193,TLG-MOB,Telegence - Mobility,In Production,TLG-MOB - Consumer - Prod,P4AUSC1_1@tlphrdm1,Oracle Instance,KEVIN GARDNER,CANDICE MCLEOD,cx4764,19.27.0.0.0,,,,In Use
APM0009754,16188,BBNMS-LS,Broadband Network Management System - LightSpeed (BBNMS-LS),In Production,BBNMS-LS - Prod,p4bbn1d11@mlph680,Oracle Instance,KISHORE SARNOT,RAJ SAVOOR,rs1954,12.1.0.2.0,,,,In Use
APM0009754,16188,BBNMS-LS,Broadband Network Management System - LightSpeed (BBNMS-LS),In Production,BBNMS-LS - Prod,p4bbn1d12@mlph681,Oracle Instance,KISHORE SARNOT,RAJ SAVOOR,rs1954,12.1.0.2.0,,,,In Use
APM0009754,16188,BBNMS-LS,Broadband Network Management System - LightSpeed (BBNMS-LS),In Production,BBNMS-LS - Prod,p4bbn1d13@mlph682,Oracle Instance,KISHORE SARNOT,RAJ SAVOOR,rs1954,12.1.0.2.0,,,,In Use
APM0010037,18193,TLG-MOB,Telegence - Mobility,In Production,TLG-MOB - Consumer - Prod,P4BOSC1_1@clphrdu1,Oracle Instance,KEVIN GARDNER,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0010037,18193,TLG-MOB,Telegence - Mobility,In Production,TLG-MOB - Consumer - Prod,P4CORC1_1@tlphrdk2,Oracle Instance,KEVIN GARDNER,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0008832,7394,CPSOS,Complex Products Service Order System,In Production,CPSOS - Prod,p4cps1d1@p4cps1d1,Oracle Instance,YOGALAKSHMI BALASUBRAMANIAN,CANDICE MCLEOD,cx4764,19.28.0.0.0,,,,In Use
APM0008832,7394,CPSOS,Complex Products Service Order System,In Production,CPSOS - Prod,p4cps1d3@p4cps1d3,Oracle Instance,YOGALAKSHMI BALASUBRAMANIAN,CANDICE MCLEOD,cx4764,19.28.0.0.0,,,,In Use
APM0010037,18193,TLG-MOB,Telegence - Mobility,In Production,TLG-MOB - Consumer - Prod,P4DLSC1_1@tlphrdk1,Oracle Instance,KEVIN GARDNER,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0009157,10764,NPM/EMAS,Network Performance Monitor/EMAS,In Production,NPM/EMAS - Prod,p4dy1d1@zlpy25514,Oracle Instance,LUIS R RAMOS,RAJ SAVOOR,rs1954,19.29.0.0.0,,,,In Use
APM0009157,10764,NPM/EMAS,Network Performance Monitor/EMAS,In Production,NPM/EMAS - Prod,p4dy1d2@zlpy24257,Oracle Instance,LUIS R RAMOS,RAJ SAVOOR,rs1954,19.31.0.0.0,,,,In Use
APM0010065,18298,"MyATT, MSe",myAT&T Services (MSe),In Production,"MyATT, MSe - Prod",p4eam1d5@olph418,Oracle Instance,SURESH PARITALA,,,19.30.0.0.0,,,,In Use
APM0010065,18298,"MyATT, MSe",myAT&T Services (MSe),In Production,"MyATT, MSe - Prod",p4eam1d7@olph418,Oracle Instance,SURESH PARITALA,,,19.30.0.0.0,,,,In Use
APM0010065,18298,"MyATT, MSe",myAT&T Services (MSe),In Production,"MyATT, MSe - Prod",p4eam1d8@olph419,Oracle Instance,SURESH PARITALA,,,19.30.0.0.0,,,,In Use
APM0010065,18298,"MyATT, MSe",myAT&T Services (MSe),In Production,"MyATT, MSe - Prod",p4eam2d1@olph420,Oracle Instance,SURESH PARITALA,,,19.30.0.0.0,,,,In Use
APM0010065,18298,"MyATT, MSe",myAT&T Services (MSe),In Production,"MyATT, MSe - Prod",p4eam2d2@olph420,Oracle Instance,SURESH PARITALA,,,19.30.0.0.0,,,,In Use
APM0010065,18298,"MyATT, MSe",myAT&T Services (MSe),In Production,"MyATT, MSe - Prod",p4eam2d4@olph421,Oracle Instance,SURESH PARITALA,,,19.30.0.0.0,,,,In Use
APM0010065,18298,"MyATT, MSe",myAT&T Services (MSe),In Production,"MyATT, MSe - Prod",p4eam2d5@olph421,Oracle Instance,SURESH PARITALA,,,19.30.0.0.0,,,,In Use
APM0010042,18201,eCDW,Enterprise Consolidated Data Warehouse,In Production,eCDW - Consumer - Prod,P4ECWET1@blph498,Oracle Instance,LIJU THOMAS,MATT E DUGAN,md464h,12.1.0.2.0,,,,In Use
APM0010042,18201,eCDW,Enterprise Consolidated Data Warehouse,In Production,eCDW - Consumer - Prod,P4ECWET2@blph498,Oracle Instance,LIJU THOMAS,MATT E DUGAN,md464h,12.1.0.2.0,,,,In Use
APM0010042,18201,eCDW,Enterprise Consolidated Data Warehouse,In Production,eCDW - Consumer - Prod,P4ECWET3@blph498,Oracle Instance,LIJU THOMAS,MATT E DUGAN,md464h,12.1.0.2.0,,,,In Use
APM0010042,18201,eCDW,Enterprise Consolidated Data Warehouse,In Production,eCDW - Consumer - Prod,P4ECWET4@blph499,Oracle Instance,LIJU THOMAS,MATT E DUGAN,md464h,12.1.0.2.0,,,,In Use
APM0010042,18201,eCDW,Enterprise Consolidated Data Warehouse,In Production,eCDW - Consumer - Prod,P4ECWET5@blph499,Oracle Instance,LIJU THOMAS,MATT E DUGAN,md464h,12.1.0.2.0,,,,In Use
APM0010042,18201,eCDW,Enterprise Consolidated Data Warehouse,In Production,eCDW - Consumer - Prod,P4ECWET6@blph500,Oracle Instance,LIJU THOMAS,MATT E DUGAN,md464h,12.1.0.2.0,,,,In Use
APM0010042,18201,eCDW,Enterprise Consolidated Data Warehouse,In Production,eCDW - Consumer - Prod,P4ECWET7@blph500,Oracle Instance,LIJU THOMAS,MATT E DUGAN,md464h,12.1.0.2.0,,,,In Use
APM0010042,18201,eCDW,Enterprise Consolidated Data Warehouse,In Production,eCDW - Consumer - Prod,P4ECWET8@blph500,Oracle Instance,LIJU THOMAS,MATT E DUGAN,md464h,12.1.0.2.0,,,,In Use
APM0010042,18201,eCDW,Enterprise Consolidated Data Warehouse,In Production,eCDW - Consumer - Prod,P4ECWIN1@blph480,Oracle Instance,LIJU THOMAS,MATT E DUGAN,md464h,12.1.0.2.0,,,,In Use
APM0010042,18201,eCDW,Enterprise Consolidated Data Warehouse,In Production,eCDW - Consumer - Prod,P4ECWIN2@blph481,Oracle Instance,LIJU THOMAS,MATT E DUGAN,md464h,12.1.0.2.0,,,,In Use
APM0010045,18211,EDP,Enterprise Document Processing,In Production,EDP - Consumer - Prod,p4edp1d11@clpd14131,Oracle Instance,LEN GARY,JOHN C MILLER,mj4481,19.28.0.0.0,,,,In Use
APM0010045,18211,EDP,Enterprise Document Processing,In Production,EDP - Consumer - Prod,p4edp1d12@clpd14132,Oracle Instance,LEN GARY,JOHN C MILLER,mj4481,19.28.0.0.0,,,,In Use
APM0010045,18211,EDP,Enterprise Document Processing,In Production,EDP - Consumer - Prod,p4edp1d21@clpd14131,Oracle Instance,LEN GARY,JOHN C MILLER,mj4481,19.28.0.0.0,,,,In Use
APM0010045,18211,EDP,Enterprise Document Processing,In Production,EDP - Consumer - Prod,p4edp1d22@clpd14132,Oracle Instance,LEN GARY,JOHN C MILLER,mj4481,19.28.0.0.0,,,,In Use
APM0009042,9899,Enabler LS,Enabler for LightSpeed,In Production,Enabler LS - Prod,p4enb1d11@clpd788,Oracle Instance,CHRIS GIDDEN,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0009042,9899,Enabler LS,Enabler for LightSpeed,In Production,Enabler LS - Prod,p4enb1d12@clpd789,Oracle Instance,CHRIS GIDDEN,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0009042,9899,Enabler LS,Enabler for LightSpeed,In Production,Enabler LS - Prod,p4enb1d21@clpd790,Oracle Instance,CHRIS GIDDEN,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0009042,9899,Enabler LS,Enabler for LightSpeed,In Production,Enabler LS - Prod,p4enb1d22@clpd791,Oracle Instance,CHRIS GIDDEN,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0009042,9899,Enabler LS,Enabler for LightSpeed,In Production,Enabler LS - Prod,p4enb1d31@clpd790,Oracle Instance,CHRIS GIDDEN,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0009042,9899,Enabler LS,Enabler for LightSpeed,In Production,Enabler LS - Prod,p4enb1d32@clpd791,Oracle Instance,CHRIS GIDDEN,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0009042,9899,Enabler LS,Enabler for LightSpeed,In Production,Enabler LS - Prod,p4enb1d41@clpd790,Oracle Instance,CHRIS GIDDEN,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0009042,9899,Enabler LS,Enabler for LightSpeed,In Production,Enabler LS - Prod,p4enb1d42@clpd791,Oracle Instance,CHRIS GIDDEN,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0009042,9899,Enabler LS,Enabler for LightSpeed,In Production,Enabler LS - Prod,p4enb1d51@clpd790,Oracle Instance,CHRIS GIDDEN,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0009042,9899,Enabler LS,Enabler for LightSpeed,In Production,Enabler LS - Prod,p4enb1d52@clpd791,Oracle Instance,CHRIS GIDDEN,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0009042,9899,Enabler LS,Enabler for LightSpeed,In Production,Enabler LS - Prod,p4enb1d61@clpd790,Oracle Instance,CHRIS GIDDEN,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0009042,9899,Enabler LS,Enabler for LightSpeed,In Production,Enabler LS - Prod,p4enb1d62@clpd791,Oracle Instance,CHRIS GIDDEN,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0010547,20898,EPA,Enterprise Performance Archiving,In Production,EPA - Prod,p4epa1d41@clpd13740,Oracle Instance,PARDHA VELADANDI,MATT E DUGAN,md464h,19.29.0.0.0,,,,In Use
APM0010547,20898,EPA,Enterprise Performance Archiving,In Production,EPA - Prod,p4epa1d42@clpd13741,Oracle Instance,PARDHA VELADANDI,MATT E DUGAN,md464h,19.29.0.0.0,,,,In Use
APM0010547,20898,EPA,Enterprise Performance Archiving,In Production,EPA - Prod,p4epa1d43@clpd13742,Oracle Instance,PARDHA VELADANDI,MATT E DUGAN,md464h,19.29.0.0.0,,,,In Use
APM0010547,20898,EPA,Enterprise Performance Archiving,In Production,EPA - Prod,p4epa1d44@clpd13743,Oracle Instance,PARDHA VELADANDI,MATT E DUGAN,md464h,19.29.0.0.0,,,,In Use
APM0010547,20898,EPA,Enterprise Performance Archiving,In Production,EPA - Prod,p4epa1d51@clpd13744,Oracle Instance,PARDHA VELADANDI,MATT E DUGAN,md464h,19.22,,,,In Use
APM0010547,20898,EPA,Enterprise Performance Archiving,In Production,EPA - Prod,p4epa1d61@clpd13745,Oracle Instance,PARDHA VELADANDI,MATT E DUGAN,md464h,19.29.0.0.0,,,,In Use
APM0010037,18193,TLG-MOB,Telegence - Mobility,In Production,TLG-MOB - Consumer - Prod,P4FLPC1_1@clphrdt1,Oracle Instance,KEVIN GARDNER,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0010037,18193,TLG-MOB,Telegence - Mobility,In Production,TLG-MOB - Consumer - Prod,P4FLPC1_1@clphrdt2,Oracle Instance,KEVIN GARDNER,CANDICE MCLEOD,cx4764,19.11,,,,In Use
APM0013614,30613,FPMP,Financial Profitability Management Platform,In Production,FPMP - Prod,p4fpm1d1@alpd10907,Oracle Instance,IBRAHIM BASUSTA,MATT E DUGAN,md464h,19.29.0.0.0,,,,In Use
APM0010037,18193,TLG-MOB,Telegence - Mobility,In Production,TLG-MOB - Consumer - Prod,P4GACC1_1@clphrdu2,Oracle Instance,KEVIN GARDNER,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0010037,18193,TLG-MOB,Telegence - Mobility,In Production,TLG-MOB - Consumer - Prod,P4GLFC1_1@tlphrdk3,Oracle Instance,KEVIN GARDNER,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0010037,18193,TLG-MOB,Telegence - Mobility,In Production,TLG-MOB - Consumer - Prod,P4GLRC1_1@tlphrdm3,Oracle Instance,KEVIN GARDNER,CANDICE MCLEOD,cx4764,19.27.0.0.0,,,,In Use
APM0010037,18193,TLG-MOB,Telegence - Mobility,In Production,TLG-MOB - Consumer - Prod,P4GPLC1_1@tlphrdk3,Oracle Instance,KEVIN GARDNER,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0010037,18193,TLG-MOB,Telegence - Mobility,In Production,TLG-MOB - Consumer - Prod,P4HCLC1_1@tlphrdk1,Oracle Instance,KEVIN GARDNER,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0010037,18193,TLG-MOB,Telegence - Mobility,In Production,TLG-MOB - Consumer - Prod,P4ILLC1_1@tlphrdm1,Oracle Instance,KEVIN GARDNER,CANDICE MCLEOD,cx4764,19.27.0.0.0,,,,In Use
APM0010037,18193,TLG-MOB,Telegence - Mobility,In Production,TLG-MOB - Consumer - Prod,P4INDC1_1@clphrdt2,Oracle Instance,KEVIN GARDNER,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0010037,18193,TLG-MOB,Telegence - Mobility,In Production,TLG-MOB - Consumer - Prod,P4LARC1_1@tlphrdk2,Oracle Instance,KEVIN GARDNER,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0009533,14311,LSBBT,Lightspeed BBT,In Production,LSBBT - Prod,p4lsb1d11@flpd11428,Oracle Instance,WINNIE W ZHANG,RAJ SAVOOR,rs1954,19.29.0.0.0,,,,In Use
APM0010784,21721,MVHS,Mediation Voice and Home Solutions,In Production,MVHS - Consumer - Prod,P4MDHSA@klpo007,Oracle Instance,JACK D SEARIGHT,CANDICE MCLEOD,cx4764,11.2.0.4.0,,,,In Use
APM0010037,18193,TLG-MOB,Telegence - Mobility,In Production,TLG-MOB - Consumer - Prod,P4MNYC1_1@clphrdu3,Oracle Instance,KEVIN GARDNER,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0010037,18193,TLG-MOB,Telegence - Mobility,In Production,TLG-MOB - Consumer - Prod,P4MTZC1_1@tlphrdk1,Oracle Instance,KEVIN GARDNER,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0010037,18193,TLG-MOB,Telegence - Mobility,In Production,TLG-MOB - Consumer - Prod,P4MWRC1_1@tlphrdm2,Oracle Instance,KEVIN GARDNER,CANDICE MCLEOD,cx4764,19.27.0.0.0,,,,In Use
APM0010037,18193,TLG-MOB,Telegence - Mobility,In Production,TLG-MOB - Consumer - Prod,P4NBIC1_1@olphrdk2,Oracle Instance,KEVIN GARDNER,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0010037,18193,TLG-MOB,Telegence - Mobility,In Production,TLG-MOB - Consumer - Prod,P4NCAC1_1@flphrdt2,Oracle Instance,KEVIN GARDNER,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0010037,18193,TLG-MOB,Telegence - Mobility,In Production,TLG-MOB - Consumer - Prod,P4NCAC1_1@flphrdt2,Oracle Instance,KEVIN GARDNER,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,Pending Retirement
APM0010037,18193,TLG-MOB,Telegence - Mobility,In Production,TLG-MOB - Consumer - Prod,P4NWSC1_1@flphrdt2,Oracle Instance,KEVIN GARDNER,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0010037,18193,TLG-MOB,Telegence - Mobility,In Production,TLG-MOB - Consumer - Prod,P4NYRC1_1@clphrdt2,Oracle Instance,KEVIN GARDNER,CANDICE MCLEOD,cx4764,19.29.0.0.0,,,,In Use
APM0010037,18193,TLG-MOB,Telegence - Mobility,In Production,TLG-MOB - Consumer - Prod,P4OKCC1_1@tlphrdm3,Oracle Instance,KEVIN GARDNER,CANDICE MCLEOD,cx4764,19.27.0.0.0,,,,In Use
APM0009087,10038,LS-OMS,Lightspeed Order Management System,In Production,LS-OMS - Prod,p4oms4d11@stl6r005c001vm01,Oracle Instance,DHRUBA P PANDEY,CANDICE MCLEOD,cx4764,19.30.0.0.0,,,,In Use
APM0009087,10038,LS-OMS,Lightspeed Order Management System,In Production,LS-OMS - Prod,p4oms4d12@stl6r005c002vm01,Oracle Instance,DHRUBA P PANDEY,CANDICE MCLEOD,cx4764,19.30.0.0.0,,,,In Use
